course_number|course_subject|course_name|course_desc|course_link
642|HIST|Selected Topics in Middle Eastern History (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/hist-ma.html
646|HIST|Selected Topics in African History (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/hist-ma.html
650|HIST|Selected Topics in the History of Genocide and Human Rights (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/hist-ma.html
660|HIST|Selected Topics in the History of Gender and Sexuality (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/hist-ma.html
670|HIST|Selected Topics in History (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/hist-ma.html
679|HIST|Tutorial in a Selected Area of History (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/hist-ma.html
891|HUMA|Comprehensive Examination Major Field (3 credits)|HUMA 892 Comprehensive Examination Minor Field I (3 credits)HUMA 893 Comprehensive Examination Minor Field II (3 credits)HUMA 894 Thesis Proposal with Defence (6 credits)HUMA 895 Thesis (57 credits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/hist-ma.html
892|HUMA|Comprehensive Examination Minor Field I (3 credits)|HUMA 892 Comprehensive Examination Minor Field I (3 credits)HUMA 893 Comprehensive Examination Minor Field II (3 credits)HUMA 894 Thesis Proposal with Defence (6 credits)HUMA 895 Thesis (57 credits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/huma.html
893|HUMA|Comprehensive Examination Minor Field II (3 credits)|HUMA 892 Comprehensive Examination Minor Field I (3 credits)HUMA 893 Comprehensive Examination Minor Field II (3 credits)HUMA 894 Thesis Proposal with Defence (6 credits)HUMA 895 Thesis (57 credits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/huma.html
888|HUMA|Seminar in Interdisciplinary Studies I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/huma.html
889|HUMA|Seminar in Interdisciplinary Studies II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/huma.html
884|HUMA|Directed Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/huma.html
887|HUMA|Advanced Seminar in Special Topics in Interdisciplinary Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/huma.html
894|HUMA|Thesis Proposal with Defence (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/huma.html
895|HUMA|Thesis (57 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/huma.html
601|JOUR|Critical Approaches to Journalistic Thought (3 credits)| This course  introduces students to a scholarly critique of journalism, both as a practice and as an institution. Students examine specific readings from an overlapping social, political and economic context to consider the role of journalists as cultural producers.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/huma.html
604|JOUR|Research Methods for Journalism (3 credits)| This course examines a variety of research methods commonly used in the production and study of journalism, from both qualitative and quantitative perspectives. Emphasis is placed on primary sources, access to information requests, and electronic databases with a goal of helping students develop their own research practice.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-ma.html
693|JOUR|Research-Creation Thesis (24 credits)|Prerequisite: JOUR 650. The Research-Creation Thesis is specifically designed for students with media production experience who wish to complete an original media production using a suitable media platform, complemented by a text of approximately 10,000 words comprising a literature and media review, a theoretical and methodological contextualization, and a critical reflection on the project and its outcomes.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-ma.html
694|JOUR|Essay (18 credits)|Prerequisites: JOUR 601, 604, 605. Students produce an essay on a research topic developed in consultation with a  faculty member that explores a specific issue relevant to journalism studies. The final essay must be evaluated by a second faculty member. The essay's length is approximately 40 pages, which does not include a bibliography. The course is normally taken in term five of the students' degree.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-ma.html
501|JOUR|Research Methods for Journalism| This course introduces students to research methods with a focus on primary sources, such as official documents, legal and financial records, access to information requests, electronic databases, as well as in-depth interviews. These methods are treated as both sources of story ideas and as essential elements of good reporting.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-ma.html
500|JOUR|Critical Approaches to Journalism| This course introduces students to a scholarly critique of journalism, both as a practice and as an institution. By interrogating specific readings, students are encouraged to consider the journalist as a cultural producer operating within overlapping social, political and economic contexts.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-dip.html
504|JOUR|Intermediate Reporting|Prerequisite: JOUR 502. This course is intended to consolidate the reporting and writing skills learned during the summer. Through lectures and laboratory work, students expand their knowledge of information-gathering and writing techniques, including short deadline news reporting and feature writing.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-dip.html
530|JOUR|Advanced Radio News| This is a workshop course in which students function as reporters, writers, news readers and editors in order to learn the skills necessary to produce daily newscasts.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-dip.html
510|JOUR|Web Editing and Page Design|Prerequisite: JOUR 501. This course offers lectures and workshops in web editing and page design. Specific focus is given to design features related to journalism production and news platforms.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-dip.html
508|JOUR|Research Project| The project is to be a comprehensive study and report on some area of modern media practice, or on the interaction of media and society. The subject and method must be approved in advance by the instructor of the course.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-dip.html
501|JOUR|Research Methods for Journalism| This course introduces students to research methods with a focus on primary sources, such as official documents, legal and financial records, access to information requests, electronic databases, as well as in-depth interviews. These methods are treated as both sources of story ideas and as essential elements of good reporting.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-dip.html
500|JOUR|Critical Approaches to Journalism| This course introduces students to a scholarly critique of journalism, both as a practice and as an institution. By interrogating specific readings, students are encouraged to consider the journalist as a cultural producer operating within overlapping social, political and economic contexts.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-visual-dip.html
507|JOUR|Basics of Digital Imaging| This workshop course introduces students to the fundamental concepts of editing news photographs. Working with actual news photographs and editing software, students learn to weigh aesthetic and technical considerations with the ethical and theoretical aspects involved in the visual production of meaning.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-visual-dip.html
521|JOUR|Visual Story-Telling| This workshop introduces students to the dynamic and aural elements of visual story-telling in the context of multi-platform journalism. Students acquire technical skills of video and sound capture through instruction that brings to bear aesthetic, ethical and theoretical considerations.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/jour-visual-dip.html
831|MAST|Class Field Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
832|MAST|Elliptic Curves (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
837|MAST|Selected Topics in Analysis (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
838|MAST|Selected Topics in Pure Mathematics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
853|MAST|Gauge Theory and Relativity (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
855|MAST|Spectral Geometry (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
860|MAST|Differentiable Dynamical Systems (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
861|MAST|Absolutely Continuous Invariant Measures (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
865|MAST|Selected Topics in Dynamical Systems (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
874|MAST|Advanced Multivariate Inference (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
875|MAST|Advanced Sampling (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
877|MAST|Reliability Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
878|MAST|Advanced Risk Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
868|MAST|Seminar in Dynamical Systems (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
890|MAST|Comprehensive Examination A (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
891|MAST|Comprehensive Examination B (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
892|MAST|Doctoral Thesis (60 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
650-654|MAST|History and Methods|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-phd.html
660-669|MAST|Analysis|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
670-679|MAST|Statistics and Actuarial Mathematics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
680-689|MAST|Applied Mathematics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
651|MAST|The Contributions of Mathematics to Intellectual Life (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
652|MAST|Topics in Research in Mathematics Education (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
653|MAST|Topics in the Foundations of Mathematics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
654|MAST|Topics in the History of Mathematics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
657|MAST|Manifolds (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
661|MAST|Topics in Analysis (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
662|MAST|Functional Analysis I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
664|MAST|Dynamical Systems (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
665|MAST|Complex Analysis (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
666|MAST|Differential Equations (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
670|MAST|Mathematical Methods in Statistics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
675|MAST|Sample Surveys (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
676|MAST|Linear Models (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
678|MAST|Statistical Consulting and Data Analysis (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
721|MAST|Advanced Actuarial Mathematics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
722|MAST|Advanced Pension Mathematics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
723|MAST|Portfolio Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
724|MAST|Risk Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
725|MAST|Credibility Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
726|MAST|Loss Distributions (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
727|MAST|Risk Classification (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
729|MAST|Selected Topics in Actuarial Mathematics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
680|MAST|Topics in Applied Mathematics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
681|MAST|Optimization (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
682|MAST|Matrix Analysis (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
685|MAST|Approximation Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
688|MAST|Stability Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
689|MAST|Variational Methods (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
691|MAST|Mathematical Logic (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
694|MAST|Group Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
698|MAST|Category Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
701|MAST|Project (15 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
601|MATH|Topics in Mathematics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-ma-msc.html
602|MATH|Readings in Mathematics Education I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
603|MATH|Extended Project (9 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
618|MATH|Topics in the Application of Mathematics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
621|MATH|Geometry|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
624|MATH|Topics in Mathematics Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
626|MATH|Analysis I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
627|MATH|Analysis II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
633|MATH|Applications of Technology in Mathematics Curriculum Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
634|MATH|Computer Software and Mathematics Instruction|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
639|MATH|Topics in Technology in Mathematics Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
640|MATH|Topics in Logic|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
641|MATH|Survey of Research in Mathematics Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
642|MATH|Research Methods for Mathematics Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
645|MATH|Topics in Mathematics Education Research|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
646|MATH|Research Internship|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
647|MATH|Readings in Mathematics Education II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
648|MATH|Topics in the History of Mathematics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
652|MATH|Seminar in Mathematics Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/mast-mtm.html
609|PHIL|Selected Topics in the History of Philosophy|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
614|PHIL|Modern Philosophy|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
615|PHIL|19th-Century Philosophy|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
616|PHIL|Selected Topics in the History and Philosophy of Science|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
621|PHIL|Value Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
623|PHIL|Issues in Ethical Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
624|PHIL|Moral Problems|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
628|PHIL|Philosophy of Law|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
631|PHIL|Theories of Justice|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
633|PHIL|Selected Topics in Value Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
641|PHIL|Philosophical Foundations of Biology (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
644|PHIL|Philosophy of Science|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
645|PHIL|Philosophy of Mathematics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
646|PHIL|Philosophy of Language|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
647|PHIL|Philosophy of Mind|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
648|PHIL|Philosophy of Social Science|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
652|PHIL|Selected Topics in Logic|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
672|PHIL|Tutorial|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
678|PHIL|Topics in Current Research|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
698|PHIL|The Teaching of Philosophy|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
693|PHIL|Research Paper (27 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phil.html
678|CHEM|Protein Engineering and Design|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
690|CHEM|Selected Topics in Instrumentation|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
89|MAST|Variational Methods|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
694|MAST|Group Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
855|MAST|Spectral Geometry|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
862|PHYS|Doctoral Seminar on Selected Topics II (3 credits)|in which the candidates must present a talk related to their thesis research to a critical audience.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
890|PHYS|Doctoral Research and Thesis (69 credits)|A student who has passed the comprehensive examination is admitted to candidacy for the PhD degree. The student is allowed to continue working on a research project under the direction of a faculty member of the department only after passing the comprehensive examination. The research is in areas which reflect the interests of the faculty and the facilities of the department. The thesis must make a distinct and original contribution to knowledge, and be presented in acceptable literary form.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
646|PHYS|Electrodynamics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
648|PHYS|Non Linear Waves (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
663|PHYS|Quantitative Human Systems Physiology (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
665|PHYS|Principles of Medical Imaging (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
862|PHYS|Doctoral Seminar on Selected Topics II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
890|PHYS|Doctoral Research and Thesis (69 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-phd.html
790|PHYS|Master’s Research and Thesis (33 credits)|The thesis must represent the results of the student's original research work undertaken after admission to this program. Work previously published by the student may be used only as introductory or background subject matter. The thesis is examined by a departmental committee. An oral examination is conducted to test the candidate's ability to defend the thesis.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/phys-msc.html
802|POLI|Advanced Seminar in International Politics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-phd.html
804|POLI|Advanced Seminar in Political Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-phd.html
805|POLI|Advanced Seminar in Public Policy and Public Administration (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-phd.html
844|POLI|Research Design (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-phd.html
812|POLI|Special Topics in International Politics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-phd.html
814|POLI|Special Topics in Political Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-phd.html
815|POLI|Special Topics in Public Policy and Public Administration (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-phd.html
898|POLI|Directed Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-phd.html
885|POLI|Comprehensive Exam (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-phd.html
886|POLI|Comprehensive Exam (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-phd.html
683|POLI|Special Topics in Public Policy and Administration|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-ma.html
629|POLI|Critical Perspectives in Development| This course examines key debates surrounding the concept and the politics of development in the ‘less developed’ world with a particular emphasis on institutional structures, such as the state, the market and non-governmental organizations, through which development has been pursued.Note: Students who have received credit for this topic under POLI 687K may not take this course for credit.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-ma.html
687|POLI|Special Topics in International Politics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-ma.html
654|POLI|Concepts of the State| This course examines several of the most significant attempts made by modern political thinkers to answer the question, “What is the modern state?” It addresses both the historical emergence of the modern state and the various ways that this emergence has been theorized. Special emphasis is placed on the differences and interconnections between historical, theoretical, and practical questions.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-ma.html
685|POLI|Special Topics in Political Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-ma.html
696|POLI|Master’s Thesis (24 credits)| Students are required to demonstrate their ability to carry out original, independent research. The thesis, which is researched and written under the direction of a supervisor and thesis committee, is defended before the student’s thesis committee.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-ma.html
691|POLI|Extended Research Essay (12 credits)| The Extended Research Essay is a directed study supervised by a faculty member with whom a student completed a course in their area of concentration. Requiring additional research, this degree requirement builds on a term paper submitted at the graduate level in a concentration course and is considered to be a significant revision and extension of that paper, with an extensive bibliography.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/poli-mpppa.html
701|PSYC|Models of Assessment I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
716|PSYC|Advanced Human Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
722|PSYC|Focused Topic Seminar (1.5 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
726|PSYC|Special Topics in Human Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
734|PSYC|Multivariate Statistics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
801|PSYC|Research Seminar I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
802|PSYC|Research Seminar II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
824|PSYC|APC Practicum III: Adult|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
825|PSYC|APC Practicum III: Child|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
827|PSYC|APC Practicum IV: Adult|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
828|PSYC|APC Practicum IV: Child|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
834|PSYC|Advanced Clinical Seminar I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
835|PSYC|Advanced Clinical Seminar II: Adult|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
836|PSYC|Advanced Clinical Seminar II: Child|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
839|PSYC|Extramural Practicum II: Adult|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
840|PSYC|Extramural Practicum II: Child|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
842|PSYC|Extramural Practicum III: Adult|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
843|PSYC|Extramural Practicum III: Child|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
844|PSYC|Clinical and Health Research Area Seminar II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
846|PSYC|Human Development Area Seminar II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
850|PSYC|Practicum in Research Techniques (3 or 6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
851|PSYC|Teaching of Research Techniques|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
880|PSYC|PhD Comprehensive Examination (non-credit)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
885|PSYC|Predoctoral Internship|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
890|PSYC|Research and Thesis (60 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
601|PSYC|Statistical Analysis and Experimental Design|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-phd.html
644|PSYC|Clinical and Health Research Area Seminar I (non-credit)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-ma.html
646|PSYC|Human Development Area Seminar I (non-credit)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-ma.html
690|PSYC|Research and Thesis (30 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-ma.html
716|PSYC|Advanced Human Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-ma.html
722|PSYC|Focused Topic Seminar (1.5 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-ma.html
726|PSYC|Special Topics in Human Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-ma.html
734|PSYC|Multivariate Statistics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-ma.html
701|PSYC|Models of Assessment I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-ma.html
702|PSYC|Models of Assessment II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-dip.html
703|PSYC|Psychological Treatment I: Foundations and Systems|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-dip.html
704|PSYC|Psychological Treatment II: Empirically Supported Interventions|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-dip.html
706|PSYC|Assessment Practicum I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-dip.html
707|PSYC|Assessment Practicum II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-dip.html
709|PSYC|APC Practicum II: Adult|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-dip.html
710|PSYC|APC Practicum II: Child|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-dip.html
712|PSYC|Extramural Practicum I: Adult|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-dip.html
